# Year vs Yearly land temperatures vs Yearly Land and Ocean Temperatures
1850 13.476667 14.867167
1851 13.081000 14.991833
1852 13.397333 15.006500
1853 13.886583 14.955167
1854 13.977417 14.991000
1855 13.493167 15.021083
1856 13.470250 14.879333
1857 13.437583 14.758250
1858 13.683000 14.881500
1859 13.860333 14.929917
1860 13.960250 14.882917
1861 13.856750 14.800667
1862 14.247250 14.740083
1863 13.619917 14.935750
1864 13.918917 14.896500
1865 14.298083 14.996667
1866 14.165917 15.057000
1867 14.146750 15.058667
1868 14.097917 15.096917
1869 14.069500 15.065500
1870 14.210083 15.004333
1871 13.983833 15.005917
1872 14.285083 15.019333
1873 14.010167 15.049250
1874 13.883500 14.957000
1875 14.008417 14.921917
1876 13.934833 14.909417
1877 14.430333 15.282667
1878 14.742167 15.357417
1879 14.065750 15.064417
1880 13.913417 15.008667
1881 14.050417 15.087167
1882 14.114250 15.056583
1883 13.962250 14.963250
1884 13.692083 14.833250
1885 13.911583 14.854417
1886 13.946500 14.835250
1887 13.890083 14.816000
1888 13.909167 14.994083
1889 14.294083 15.113417
1890 13.928917 14.840750
1891 14.033333 14.943833
1892 13.970583 14.882500
1893 13.936667 14.912250
1894 14.040500 14.914750
1895 14.077667 14.969000
1896 14.107917 15.090583
1897 14.186750 15.075333
1898 14.231833 14.886917
1899 14.331583 15.048333
1900 14.389500 15.143917
1901 14.512167 15.073333
1902 14.364250 14.958333
1903 14.085750 14.836583
1904 14.063667 14.810417
1905 14.082167 14.954667
1906 14.244000 15.031917
1907 13.807833 14.874833
1908 14.038750 14.838167
1909 14.026583 14.790333
1910 14.097333 14.819083
1911 13.987833 14.776000
1912 14.053333 14.877167
1913 14.201750 14.908750
1914 14.314500 15.076250
1915 14.474167 15.143750
1916 14.097167 14.901333
1917 13.925917 14.809750
1918 13.961083 14.959833
1919 14.156333 15.006750
1920 14.142667 15.026250
1921 14.424417 15.102083
1922 14.205250 15.012333
1923 14.181750 15.027833
1924 14.223833 15.039333
1925 14.344333 15.090333
1926 14.452250 15.241083
1927 14.297833 15.122250
1928 14.362167 15.132250
1929 13.956417 14.967417
1930 14.326250 15.172500
1931 14.419750 15.228250
1932 14.432083 15.188000
1933 14.078333 15.012917
1934 14.384250 15.144500
1935 14.286917 15.118833
1936 14.314583 15.166167
1937 14.476333 15.300500
1938 14.649917 15.293083
1939 14.594667 15.302333
1940 14.579083 15.372083
1941 14.536167 15.384667
1942 14.534250 15.325333
1943 14.603000 15.345000
1944 14.727167 15.449083
1945 14.438750 15.330750
1946 14.481500 15.262750
1947 14.562500 15.310167
1948 14.615583 15.261167
1949 14.414667 15.222750
1950 14.173750 15.139500
1951 14.430167 15.311167
1952 14.462583 15.363083
1953 14.639250 15.421083
1954 14.286583 15.230583
1955 14.329083 15.174333
1956 14.023667 15.106000
1957 14.381917 15.374083
1958 14.477500 15.382083
1959 14.416500 15.340500
1960 14.317417 15.291917
1961 14.514917 15.379917
1962 14.540167 15.325583
1963 14.612250 15.376667
1964 14.156833 15.117083
1965 14.268417 15.195750
1966 14.325917 15.264667
1967 14.406500 15.294167
1968 14.164250 15.263917
1969 14.212083 15.390500
1970 14.403250 15.332667
1971 14.352750 15.200000
1972 14.164917 15.292917
1973 14.566000 15.404750
1974 14.081917 15.168083
1975 14.383667 15.238667
1976 14.008000 15.131083
1977 14.485500 15.408250
1978 14.281250 15.300917
1979 14.457750 15.414167
1980 14.672917 15.491833
1981 14.855167 15.516167
1982 14.300917 15.341917
1983 14.679833 15.520250
1984 14.342667 15.344167
1985 14.267167 15.340667
1986 14.516833 15.384000
1987 14.699833 15.524500
1988 14.890000 15.555750
1989 14.621500 15.441583
1990 14.957667 15.629333
1991 14.839583 15.598000
1992 14.471333 15.453000
1993 14.519750 15.466417
1994 14.729250 15.535000
1995 15.026417 15.637833
1996 14.737250 15.524667
1997 14.868000 15.713833
1998 15.169417 15.826000
1999 14.982750 15.600333
2000 14.898833 15.610667
2001 15.159167 15.767500
2002 15.312333 15.829167
2003 15.249333 15.826583
2004 15.018000 15.757250
2005 15.349833 15.879250
2006 15.262000 15.813500
2007 15.533083 15.827333
2008 15.191750 15.721250
2009 15.266583 15.827167
2010 15.449000 15.895500
2011 15.284833 15.769500
2012 15.332833 15.802333
2013 15.373833 15.854417
2014 15.313583 15.913000
2015 15.572667 16.058583
